"candidate","tree_file","pulse_default_selector_error","pulse_default_selector_score","pulse_default_coverage","pulse_default_mean_emd","pulse_default_mean_burst_loss","pulse_default_mean_centroid_shift","burst_loss","pulse_burst_selector_error","pulse_burst_selector_score","pulse_burst_coverage","pulse_burst_mean_emd","pulse_burst_mean_burst_loss","pulse_burst_mean_centroid_shift","gap_mode","fossil_n_calibrations","ghost_mean_ma","ghost_median_ma","min_violation_count","min_violation_sum_ma","max_violation_count","max_violation_sum_ma","mean_relative_gap","violation_penalty","fossil_gap_burden","log_rate_sd","parent_child_jump_mean","extreme_rate_frac","rate_autocorr_spearman","rate_irregularity","rank_pulse_default","rank_burst_loss","rank_pulse_burst","rank_pulse_family_mean","rank_pulse_family","rank_mean_relative_gap","rank_rate_irregularity","rank_mean_3families","rank_mean_3families_rank"
"RelTime","/Users/ricardobetancur/Desktop/Proxy_Misplaced/chronos/2_CHRONOS_CUSTOM_DATING_TREE_PIPELINE/EXAMPLE_FILES/Example_Syngna_AmNat/CalibratedTree_backbone_RelTime_matrix75_RAXML.tre",0.207719590854008,0.828006772079333,1,0.288415985681909,0.161981088212734,0.291188234827647,0.161981088212734,0.18737911729311,0.842190994801827,1,0.288415985681909,0.161981088212734,0.291188234827647,"minimum_bound_gap",13,10.272150527,3.24932059,0,0,1,3.98944286499999,0.268873275973636,0.045375828764786,0.314249104738422,0.668218971026417,0.264218295821996,0.0215384615384615,0.824077016935575,1.15143717298976,1,1,1,1,1,2,1,1.33333333333333,1
"MCMCTree","/Users/ricardobetancur/Desktop/Proxy_Misplaced/chronos/2_CHRONOS_CUSTOM_DATING_TREE_PIPELINE/EXAMPLE_FILES/Example_Syngna_AmNat/CalibratedTree_backbone_MCMCTree_matrix75_RAXML.tre",0.259963415614739,0.79367383815037,1,0.263715387855227,0.239620697079324,0.266641153639778,0.239620697079324,0.255991234459212,0.796183900463737,1,0.263715387855227,0.239620697079324,0.266641153639778,"minimum_bound_gap",14,8.37220714285717,2.98340000000002,0,0,0,0,0.218384064731164,0,0.218384064731164,0.446981850442276,0.375948448156288,0.049079754601227,0.367996931891094,1.55309287590992,2,2,2,2,2,1,2,1.66666666666667,2
