"group","n_total","n_both","treePL_mean","chronos_mean","chronos_win_rate"
"0",240,207,0.75399672311861,0.2256336419801,0.893719806763285
"0.5",240,211,1.10168787043276,0.371074736231681,0.886255924170616
"0.8",240,217,3.50999943391079,0.892970574240455,0.857142857142857
