"target_tree_file","target_tree_id","model","source_threshold","best_phiic","best_phiic_lambda","best_phiic_nb_rate_cat","ploglik_at_best_phiic","best_ploglik","best_ploglik_lambda","best_ploglik_nb_rate_cat","tempo_n_nodes","tempo_mae_all","tempo_mae_early_q75","tempo_median_early_q75","dated_tree_file","tempo_delta_all_to_best","tempo_delta_early_to_best","tempo_rank_all","tempo_rank_early","tempo_composite","tempo_rank_composite"
"TARGET_PHYLOGRAM_Terapontoidei_ML_MAIN.tre","TERAP_ML_MAIN","clock",1,218.443379689535,0.1,NA,-8.2216898447676,-8.2216898447676,0.1,NA,104,0.297917166076682,0.423313609704079,0.432843407654234,"CHRONOS_OUT/all_files/trees/TERAP_ML_MAIN_chronos_dated_modelclock.tre",0.000129383159842067,0.000180228218889467,2,2,0.721230775780761,2
"TARGET_PHYLOGRAM_Terapontoidei_ML_MAIN.tre","TERAP_ML_MAIN","correlated",1,631.959743861493,0.1,NA,-7.97990805158043,-7.97990805158043,0.1,NA,104,0.350321656795365,0.481602206241604,0.502606863260404,"CHRONOS_OUT/all_files/trees/TERAP_ML_MAIN_chronos_dated_modelcorrelated.tre",0.0525338738785256,0.0584688247564144,3,4,0.831923863036969,4
"TARGET_PHYLOGRAM_Terapontoidei_ML_MAIN.tre","TERAP_ML_MAIN","relaxed",1,632.571370341589,0.1,NA,-14.468677619455,-14.468677619455,0.1,NA,104,0.350435883728464,0.477700951179112,0.498978413232543,"CHRONOS_OUT/all_files/trees/TERAP_ML_MAIN_chronos_dated_modelrelaxed.tre",0.0526481008116242,0.0545675696939224,4,3,0.828136834907576,3
"TARGET_PHYLOGRAM_Terapontoidei_ML_MAIN.tre","TERAP_ML_MAIN","discrete",1,222.443380743255,0.1,2,-8.22169037162772,-8.22168951906592,0.1,5,104,0.29778778291684,0.42313338148519,0.43242038358813,"CHRONOS_OUT/all_files/trees/TERAP_ML_MAIN_chronos_dated_modeldiscrete.tre",0,0,1,1,0.720921164402029,1
