"group","n_total","n_all_methods","treePL_mean","chronos_mean","treePL_win_rate","chronos_win_rate"
"0",240,207,0.75399672311861,0.2256336419801,0.106280193236715,0.893719806763285
"0.5",240,211,1.10168787043276,0.371074736231681,0.113744075829384,0.886255924170616
"0.8",240,217,3.50999943391079,0.892970574240455,0.142857142857143,0.857142857142857
